track_id,track_popularity
02MBhqgR7WeeI4ZfB6Lo0i,0
5j4M4gLYuUy9PVw0vsXWyq,0
46EucLPJpx0QM3SCjzzdP0,0
4nK2LvW3osgDT89S38Mcg6,0
1Pq37WIQZDG7yNFnY5IbqG,0
2BlVCk4aedlkMynOLdpCcI,0
3Nt8fA4rKmuThkHxFir2qZ,0
5ZHikLIzGAqbTphErWuREz,0
2LcBaiAK9KqVzj5TdfFkTt,0
5McTq9Mwsk1Tpu31yDNOBE,0
3g1CrdpRNtMPRLoleCvFSo,0
6xThGKJB0m7ulzi4toI18x,0
7zznHKZjl1OuMMb2pPMgUp,0
5i6P9NULtzkZIfwOk0RJLY,0
5117g3rjt37uAs1xvATLJD,0
5kFTiU6MmyJpFcek1xdUPV,0
4BRwdTJKnBsTzxVxNgtJQe,0
78WOZjqwC0RyftIcGVYH7T,0
4m1597QAg0Kwtq3ESdov72,0
6deS2lsipxcdGbsS8Vr5Wp,0
0FVs1983vi0fpRIiSIiLRL,0
2ZLnSVpbgctG2okHeX57TS,0
4SqioQiWBY6cYuJ72XcpVn,0
0CSexlCEoSDtjejy1wiMcW,0
3Mr4AcClzUMwXTAVBfsjgt,0
5eeeuoLLZ0N35M8BEPJZ3k,0
4IDt9WeGyngVMGngtVYmQA,0
2k21Y6SQClhB1RGjsj1fAX,0
5VdIabELAtsXRBoB0GeHP7,0
6ERFZvMcNniKKxKMqXZpLE,0
660sXdskUSV94F9qFzD93F,0
27SAi1XrVDxaUz6cXGOmS1,0
2gdyBzuwHmOR3IkDk3hUZL,0
4yV3lyQ2UwiZxrSorfz5J6,0
5n436bYjwwA9JL7uFilcim,0
66QsJ2G3ViEaLSr3MpMTns,0
7bbXIdIWPHUPBKXvR2rj1F,0
6GsiJ3lbtUaXH8gO58g1Lg,0
4SI0tvZE9Vvvlb8jbo2pY0,0
6dmx3KdUh1kgnVTKAuNjJG,0
3DkWfqJ1cDsJPUw9zL2GzP,0
1qUSLN32GCU0pojecwPHVy,0
0tzGtZfzmZIYX2NnhIruno,0
5PJ8n4odqbTuvZYbf4tHtc,0
5xI0gr5sRIdYX7faghmfGQ,0
5RmKZ2EmBYCPZnuUrevRkv,0
7mVYFiXc8l6zz7vLVL30YO,0
5CtOsR0kXGsrlnNcevYDdN,0
2p4R77yIFjAq1RDrAXjG8d,0
0qkvypZcy6U02MwQtmymOZ,0
343NxbzCEDGP2VKzbcY31v,0
3dkmxOafUlEBUHKFH1GwWF,0
7C3ePsnSBBy8H6sJkW3pSG,0
6nYL5y1mE4N2XfW3mgPrdy,0
2Ra0J4YUaaPJJv3OixsZKE,0
24o7bxvEBHKvlrOcb3hr6T,0
4faBSxnPaxRO3mQo6ACb8n,0
2yATjhukxHm0VaRnrFh68R,0
6i2ikeZ64rPr1FwfLkrPSS,0
7pzqGqGORKE1A3UsRAorSg,0
0FCimZ8t2QjsYd4YggnCwT,0
0A9oS8wKbhmBPfjZ3qUgiE,0
42nR3lkHHbj7SAsbDdNG7Y,0
22xc2OktD454NIQV0INAxS,0
5Er5t8KkPrIoVfxZmmVJZX,0
6URzj7BSoqxaS0hGz8LKOR,0
12mx3gQougcaxwLc3MK540,0
2DzAFiaNaJFtfNXlyakg8Q,0
6UUyrDTLS3SwmdQjyX8rr8,0
5cHKG88Ghkhs4LlD7rpBDP,0
0so12ZYzVD1dUrv1ANBBjB,0
1HiDsuSjACTRgEZFv6IIP0,0
08zTMg4UhqUDDpgx28LcYV,0
4m3EqYwuGlwwyBgmc3asYu,0
3aOmudEVa0kg7Rr3aDqeGS,0
2DezBTsnfag6dme8ah1iqc,0
01tRkF2ZKb8nkSaxgOhfJb,0
2p5SFBzyXzE6rwlLr4PNlg,0
75QIhl3g5MaPAz4g8g5snM,0
0EBIvidjNqNOlvg1ZjxI0j,0
1lfusnyBkIBTFfvEwagg0Y,0
1PhfVMxVXrAdqdnP65uUNT,0
0LYwPD8YCc9nZFb2KGA3ff,0
5VhBcKnW8sukTMyWkE3XNW,0
5PusmQyZLoOlLdrW2lEqdF,0
4FDkoxxL5GfOKk1P0fgp1o,0
6PvjVxjRkIbvnWY8u7sLfk,0
4zGEJCu9i50zPUlY6Gewta,0
7HdocYaCRGtmaYGCd5BA6k,0
3taKrKLhRxnwbYTb3ZxIvW,0
7zQ2WLryoPuHsvyKAJ0OEE,0
3g4bKgNfb0mNpQMatPJajv,0
5oGweRUwu08ixe1sQlK4rS,0
5dZpK4nIpmkjGO8QFQs5Y1,0
7sA9ZqvruWuyIwc7W7OEis,0
0rmZLZRuNb5Y3oXXbM7B5y,0
646vkQQftNV7pelVkhY5Q9,0
15YgaDNpuuLEEyUgRw2821,0
7njFm7J51WyUSrmIjemkJm,0
41XdzisgB2n5GI3hnMcraC,0
49Om6Spp5jewLCJwuykR0W,0
1GhUNDXKSDgUVAQnEws1Yg,0
013AzMsMH0eUMJvJSlBlgs,0
7yfilWNdk5rGLWxAUk3KuV,0
1AsVUT9vcQfYZiPvdch1nv,0
48mRi4EHoKz3GlmepUvXPG,0
3GYPQM4QlQEn9TwaerKL64,0
3C6GW9nyLO80eJFKSfmyH1,0
16swIjpDJoYScFlhNSoJKw,0
6xabEEgkTZOhiNHi7fzZnZ,0
3pRGpGhbkyQg1YQNBWVHTG,0
32pp329aVeA02PsSiQRCvy,0
23O9Uu4nCuOalww03McNck,0
5aoG0zzfWESmIhuX2ZTErm,0
0DY3LEVeodi2jsQ7C541HF,0
12aNJj4DfDLsDICFpgXtvW,0
3ykjRwD0s7JgGDiisy6wZ7,0
21TUXk2sKoxZYNfccJm56Q,0
4UtDvxpTjQyIAOXMLx28QT,0
354pw9y81CAySnIBcnDuYM,0
1T8AsqEhHbQPUv53GRhCHq,0
5p9DZ3id0RfAdmKA8JwEgM,0
27gnS4Uh6Eg7DYjCacY7KY,0
3v03nAW1n9vHm3HuEQqQ40,0
1pUtRcs6feR4IfMLVRddei,0
7uPdVKx2Urqudc2JSbNMDA,0
2nK2HWaRbTOHhWCHvEU9xz,0
1Uu3rkaIyUsIeDvP2dbMBW,0
0BcX0W6nQwdcQAZTUL6Sr5,0
41BgTvU9N59yitrhASOIE6,0
3jauJ3FoVpuqnJtiAdvo8P,0
6lVvUCCEnxNFNzHSx0BSaK,0
6LbGVl35Ft4HM2iZcbgEjx,0
3s0Yb57H3EjMqeCXu18nI5,0
3bK3xwdmNTR4RX8QJ26O0g,0
2ksNqgWfqgjENGRy8DFRQh,0
7zBCZ7YJVOXazqG7YzaGZz,0
783i1B7U6ZGgzJ8zNSLuqi,0
3ZiE4aIleJoObPQCdRnSBg,0
24TfYFpQx7wCo3k7W7ekNy,0
6jdShA2CHXK5Cr5wsz30ED,0
4W81bMEWp1xcGxnJjCN32b,0
7M2aUatfYvgrcBPAqpJ4Gi,0
7wZORxmofP0cZkyj2pNeg2,0
7l9khqWnqPyVURCKAwvh6U,0
1TMIgXXLFLvSK7V9bWNikT,0
3Szq4Tnl91MuQQlKP8zNFB,0
58wwjEdBSu0uyROGzolqIC,0
503WNzjR8AKVlLM6P2zhH9,0
2mgUxz2maa9IGAa1hhQRVl,0
1Jd16sI8Hkq0U8LUT9MG3j,0
4UsGjiLekWMMAPC3vAjpSJ,0
5QuCvko8MTTPNTnr89sfoh,0
7H09jqQjE5P4LngVDsF7rT,0
02EXFE1MxbSm7V6HFTI92Q,0
1CCU9E4Lg7cvIGJv2hgmMA,0
5LbD9qqtSg1RKQKDAm7eJ0,0
0zYVIWuYdkXZkgzcVYaAok,0
6q9hRoQhf5dZCL6FdZ13kO,0
06ffOI4EW7sTMRLaCSjp5U,0
7vlnmuMUA8Q1UperjSrPQF,0
3CCcTzM7wsNwg4qEtxVueE,0
3O3UeGFDMCPBC44WqJvXm0,0
5hsOpMifYSnjcpcJVSWAvr,0
4ErI0YJH20Tj0ojnWpmobV,0
4jnAZmMbbZAP2qRqomrvLN,0
67VN3YECQGnFGFtIy9oVLu,0
0s8ZcGZZBj4A5pzRBT6TGy,0
0sASwVq89KUpoJxtq988yh,0
2bWdDUK4ySuXYtjs8E1XTI,0
5i3T4cHuELPsSoxpWTDs9y,0
3YdnU2CgScsLOkuGVPmigG,0
2DGVmdtbRq0ISISQCcfp13,0
5YISKbKgCABPYy1MWoY8Zk,0
6qfuYfvEzUIM6a3RIDCTpx,0
7AjfRzxhwKiWGCwxw5UiY7,0
3qPinKScYStmNmn421xnIj,0
0aOQytEqaMW0889A0X0mEq,0
54rPqfhNW2MkKrvjCerEQ5,0
0PTMD36zWqkpYn9QAURNwh,0
20CdcZXcANPnipLrHDK0M6,0
50WS4XwK1ZpjRfW60rGGWv,0
1275YZRK9BBGAC1XJLnvzi,0
0hqB4knFaP9A3AOaY6xbaz,0
1T4TAjNlFGGc3NzlWw2NRj,0
4F2R8aMRqW7XoqiC2k8Wta,0
1vZEOpnUPRh7DqzB39aFDY,0
1ABK5X7Ui8CfpKUCBl1ilU,0
6snbbXmHlWwxUxsF9S471y,0
3sfiq5YNG3uncxS66LpDRp,0
2IkhHQ1hBWg00DRMwWapML,0
4gfRnxvvSIMtseNgbCTsDr,0
0JSPv0MrvRdhgiQHLu5rfj,0
4ZjhpTGNMaiiGFd479QnkI,0
2ClCGT0gZK5ZvsEuIkekKL,0
6AjJLoQcxHhFKHobOc42er,0
3r5yJeCHvhUVB1ONbsUYFV,0
0pvgDorpxRYEcPAWpPRuI1,0
5tTSVL93AfF8gjRIsq9M1L,0
7yJLNPhJKXb8r1QIM3tdzq,0
3XkwcECCrLo2q1eiLmhtHy,0
4uf5OXc4mEdPATwWCqmSN7,0
2tnWEvL4HKB3iFT4AlwICO,0
1cRLLd9G7rvZcLbXR3JfnD,0
4R39EQulFZOz8lfn2WpZXb,0
3BXCHnsNQ5MnF1rYZgC0lO,0
3Crz4CzMvcm6xe7nY8Kwzn,0
3D740kRuQhZiI6QCA2iCdY,0
52GSkgpgIkVe56CTN3JjiM,0
4d587V7Nq4IiKjEB81AV1W,0
5Q2gBMKMxHcQDfi5tocAwg,0
4Xey1LtLwT1B7nUl2eglGH,0
0rvTWASY2Ehh3vbfHrV98w,0
37n15HRkw2dfXXPu3OUf1e,0
1Ou1c5bQzaBkDhIExyafFX,0
0atR4d1gP8wvqOa1I45Axt,0
7aGz2bjPcfS6wT9g4XtIm3,0
6BtH4lPIn5rZuLEZbrI1im,0
7pK3ZmWgsTBXKdDpSaiD7y,0
2aUjD8IOnpzXhypyux6qg0,0
1XxARQFt3oegpXFRWFhUkc,0
1fOXxKGmYCrzpzHi0UTEQU,0
2kqtQFhIQo1FNKSb4qcIDY,0
5rPLa4GR7dILvJbwhIBqJa,0
6eJFhfgXsIOuXjfKBqoJN9,0
7caoHo07G2vcnII3eDe7dU,0
7EBShEEJlxTD9CLf2rBaDF,0
35J6C0vaTzcuLitVXhd34K,0
0anM5sD2Z7pWl4plxov4TK,0
4x4eWvF31IFH6d6oLXYoba,0
5hwDUAjDeKpvuOqfIVBnhc,0
2R1APYgizIkHH95hmhooJo,0
5EjxGkxo3Uhe0CCQH7ePV9,0
5KIivR1X9oaqAKCDPuQ63w,0
0mM4OoSxtXbNgBGNL5MTF9,0
6pj1sGyr9bUQLdRd0QVcXs,0
6XzLReWluzL7izF9ZGrTJX,0
0cBVzi9xcoj53hUtxUWbP4,0
58NXZjAhfKzgwyOS6jOzyi,0
2EtNYN4LTNgnSZM4JCg7l6,0
6kSHJaoeUMEfPolNF3IXcH,0
7hHJ3fAjEg4PjWWUg9v78m,0
2bgUbsUzOeZCcbNMwBvieH,0
69Ko1FO69Cow3rtJS8QIL4,0
6Sm308PdjuGZa1Ee7nkt3e,0
51MEcGl8p29WYWkelMjk1w,0
2XobVi6b2GydVJknmjS0iY,0
4Vh48i4t861HPn3VYgN9Eq,0
5xKV39y8ahuG8GNVlPVa6E,0
0iKSHbh9CgZlgbddMUR0FS,0
5qNjzspPUvLHvcFdjmka13,0
28QXmUiP1n7m5Uo6U1hGPw,0
560eT2vcqhT4JDrVUuJG1I,0
2XUCM9oBMteToz6lZRx0dm,0
5FLa3F7GhtKaNMdJoTH96g,0
0qqKdkXtJJIqhFlvAbAtXC,0
6KfMMERA65kIzvDQ6zFwYu,0
1IyJb5jUf5hBg86EQsKWgm,0
2qWhAxUvZnFxlaYAqrI6nX,0
47dMkgF0uQ0kZsSvtubjKh,0
5JLpbz23JRNTPw7wGeNnsG,0
617epvCd0tzQUsU0UmCZEh,0
6JHiXIkDjfeShWIkrQPfmM,0
6bB1rM9v4lZsMkeYyD7kLa,0
0IPmZ72bs48LGSYvbFptpD,0
23PY6p8GA3zg7yz4df3CNp,0
0APcXQqGrrnnKRBWYjJuhM,0
1vWJasCafXSy7EX99k4ktU,0
5egQeg4lr7RTXgl8IjzuYb,0
0TSXW6BlrPtsaffq0ZrhPf,0
19wSuyw5wjlYLvRB2W3Kn0,0
2XNL32VwyYJkOXBs6Fg69v,0
0TDu3oHSoUyu0ddabM6sTX,0
2sicX344Y3hAVP2fDPd9Ic,0
0PEmUHzgwX1QmbG5I8u9Tr,0
2h6T8f4iaSJkvq0Gykm77P,0
0wZTuER1ZoeRLoXDvWPSRy,0
4lsI3XPAqQeNWoVhl5EBXh,0
6HqKvr4cyX8XGoNjSBOZD0,0
1nhVCiFGBhr8XURyWfGGO9,0
6bPDTNxWtAWfclekRQY9M2,0
3UWe0IgKg1jBgexfNjXBMY,0
16O1Ru8qveLw2q4047GoSr,0
1nzjtwhURDS84e0uHrCWS7,0
4Rda3yqiaZY4kBgmGBotL0,0
0PYY2stSuR8x5fuX0VBd00,0
6ntq3YrgWOoj5DeuaSkiEL,0
2izVew37WCLq6T9M9BsIAh,0
3U6PhlbbrTStAtxS4O5zz1,0
2vxH818OEbgwIBdPPkFYQN,0
6Obr8OmoqxBEtmmFqt4nrN,0
4RJxcraC1ljhQ3V5cFxI1w,0
0fyBEdyUyrohQbFxrqtcVH,0
2omBl9yumWZztVo8EZH2JS,0
1i32HlLiOxB53Ppvnvfv0E,0
3fLYswETB2IsnK4NUmivmN,0
5l2WFPqoCGU0c41wownPYs,0
39b62fXirNNCxTtsCwBfhS,0
2ROP3NnMdPHGUInaROyjbV,0
1mSSdsYUH4A2HUg2anAvPr,0
3NTHASsdM5bZr0wGtjxEX2,0
2h0LPOWJpU2QXaNFSuWe6q,0
0XklqsLNsJgNE6XUcFXg3d,0
4PkUFPb2cawIWKR0bfMsPC,0
1Me0p3AqyL9s2XsJUoPvsN,0
4LuERfA10kjIJl3alMuKAA,0
3UKpDQfbrFjVTQv1BCHi3G,0
3qbgmcfZdpy2S7sai2Rvns,0
1GbcvfLx8hTsR6055hbPXE,0
0QAZbOnz82Z7s1LS3zW5LL,0
28ehSZrpsbOglVbAV48PbX,0
37BzqSd7IVkwe0KLq5CKJo,0
3wFlg01CxhfRResMIg7QIz,0
3LgzRrToDwwxuobmcMPQqB,0
72rxJyXrxs5bGkMheCYuCN,0
501367gSIknWWcWVWi5o4L,0
0dI8LO5DR0BGxpvFHFkZ73,0
6L7rN2tISiptvgvqYr3SpD,0
2q4OCuelDMTCQD8EDZeYpR,0
6QKcPeTmr4Pq9UfMGpKnu8,0
0d79S8XgTA736GyXFrmyen,0
1JZZfVMGvbrHz11ye4RSdy,0
4OAvl25bMq6QtjfBcVzFnk,0
2hHAcfNXpF4bUqofiYW3fl,0
4wGjiX56gV7Hl9pdKkyHZU,0
2bX7IqRjwZ1Qtt10HPOBpf,0
3r9EbfTCNKZ6s7GT3nFK43,0
2tca9RkwYMqw6SW15hv41x,0
1TNEr5fWyvG3Rrmi0CbuPv,0
1SExXhHYbTqDB5U8ewRhh4,0
3Gh4kxVl8pkMTT8oTHpdZ9,0
3YwE9SBaRn4oQL9BPSJWK6,0
5Wy3lX7cRkVDbE2oDxtBXm,0
4TYLiYmU9DsUIFLTW3xZfQ,0
0D4rIurMoCQSwDIhw8eOoi,0
3TpS7zwhrmeY3SS3Si2H7G,0
6VsPqRwhkeCmPyFAWEnyfl,0
1FYL8okJko8uAiK42gStub,0
2PVyRZluqfoYZNhYkjb9kS,0
1I8X7A4utVrz798Wt9Dp5S,0
6298TzJgfCndI8iR9m0dBT,0
2jyFlC4ZwNQcYRlr3Dt4yw,0
3AmyzmYjbipm2qsYJPavde,0
728hCG1UaiLLxb5ShKx5mt,0
0UH6Tiva5WAVfgJvl2QKg9,0
3JzD49VjK4pEBIdkoQCOCK,0
6VlWaD1PERolcjAMru48wl,0
16Apqb5unFkf87S7hw9YxA,0
4SxxmZWv64dmVW9eBuabXt,0
3MRrOBlrQt8SH33uNSsu5A,0
18WjY05Paa5KY3AHKCECun,0
1e5eF4SRgfwXosdz38NZb3,0
2XSl2tkBVwV76hM07ufgT2,0
13udNoBEr3DNDXsdV7RjgJ,0
19eEOhRihrnLE3ReS46m87,0
5B80d0eOMKMBwVQrkpi9cC,0
3hTF2bXadvH0Vzad2FsgMc,0
3cgsltS97w7hNMYhl34Wri,0
0apYkV1izaq6f9AMXHUC5M,0
6YPdYqN8X96hqBCNE6bjtD,0
3CAcQ1U8wR7fN8pUWwDzIp,0
4tj0vJfUKkt8syLB5pSk6D,0
1dB5HfpSS9NWHPxpHj96XB,0
2jl9Oq3S9YEFbWxBHCfQDT,0
6svgAkklmZqDJyaS8XPURW,0
6MlhF7V4VROPDhcrnSChMl,0
3V6A6MIPyKgHDxFUKLUfIu,0
2gkSUWLfoAj9ygLcgHqQQ4,0
63q9JxoTWpFitngOLEpDGo,0
2vmqRcT8SefAtQKl6roiN1,0
6uvSqxtlIFCYIQKD3sCasL,0
6y25loAqZBwgjJyJcPLQvp,0
00MC1JU4euORcr2ElYArFF,0
0WmiXqydy1o2jaAunbanRK,0
2a6yrDYk5GZTZ6WeXLcxpe,0
0IECxDaEMWy6C3mmRpFZqo,0
0zA9HZcHasuUpuzu6eb3Ta,0
4QFDNQHLxvArQfU2rtTh0V,0
1TfWXI12Oz4j9pET49nPUv,0
692QgKShQndn4QmcrlmMXV,0
25Wxa67EH4V9AJnZA2fKkg,0
0OSv66VI0IB02EZYpD2gVZ,0
4HhrM0M0XKoYCZlEqfSTyh,0
3NBKhPwBJpZV7zMlZqvUdb,0
7bgE4U4F5V7UkaM57p5n20,0
1DiKWa3xDFY4DiCdctNeZz,0
2KxZCrFzwEQ2CC0zZK9jLV,0
1W5syZL642yvNRw683frsr,0
7qKQflZJt7S9L4ySh0Tqsd,0
2xRpStvnxzMPwFoN71gAB3,0
0YTMYdBERHWuiIImeq1XN6,0
5CbDdfq4yOelpiR3pFLNeu,0
202ndI5iEgb4HUt9hiXOfB,0
1eY4naPuQezKfI4SuqIAuq,0
6gQ9zemj5gS77xk9V7q55i,0
6IOTiYC8XSVQdMHL2FafgQ,0
6leXYPRDvIZv6yg3GJr0Wx,0
0ILEosYvVTvaYdZNwVWPyX,0
6iojH7Ln4GM5OyxJyqYKTl,0
2uGFqTDxAh7xw823RNKQfY,0
7e2Sl5YOZzZcJOONHRj6ea,0
3aO8s4gq2pmYxN6nTLR1wO,0
4lLcNaRTjcazyePpAC2xFo,0
4AAmMQ3Wv0ErsimIH7eypG,0
3odEmDp5Ms0G0l5mOlpAt3,0
58V1wofqHvQqLg17urWz8y,0
51wl3VubtsxPZmPiSaZ7v8,0
6DOnJCFsdMuTDjxymQocDM,0
56ncO9LB2kvVRvRVJTUKqL,0
5cgCAgOmWUck23bF1CqBlb,0
3CEYqmIPqgDsr61a69ooEU,0
072YCF0NZA8nK7E8QUgAuJ,0
71Dm5LbKLJF07VWbVJ28tQ,0
0OUck9MHPnfWdi57vBJfjH,0
7vSbHjHCjelTon49HkysDv,0
0KS0AusI5ttIUg4IKqUKKn,0
5K8Vf8fYGypn0gk7eXN0Dn,0
1jxDU4FOAGO6w8OvmYRBVA,0
6J8nMhQYIzoHN3WyMcK4yJ,0
0Z41SF1YA86H0ErxMokEGp,0
2Xz22TrDymfYnXXOkhxvHy,0
616YX63Cb9ucDihsef2C6s,0
3vGJ1Yxqg3vavjJH0rI5eD,0
7CosjverVOmJFO5mvXx2JC,0
3z374OBOlPTL0QgGcyovuk,0
4PGw5vj0atijznhkPiPVs5,0
2oEK7ZCydzsWSuDPsU3hxD,0
1A5hhAvACCK06gCVInA39S,0
2gxMsHNtJhGTrW7zuc1lfG,0
4w79rhqmNqv7B7TaVLaJBZ,0
31ofIqVf85WLDUm2lEREjv,0
58DfauoHdExoBdrPpUt5as,0
4dhOE9TC7j0PQOyV6fJq4s,0
00696DuLr2zDTLtoVtsU8K,0
5CnXDWjxJDPGGNyaPboWRf,0
6nfF0devcf8cROxZ1Cz7KC,0
7yHN9XoxWqj7fCiMBVW0iA,0
5yt3E5FX2n9dkcl38wbwMq,0
7EZ4yh7bgtoekkwPKJaQoA,0
1AufwwuSQgTCXzMD0BYVju,0
3SC9ePXBmxbUInq9bn3BJz,0
4TgcEL0NP3ONAOoZxAkOv5,0
22XLZdmglAjSufndhVZTBW,0
1O7ucwu8k2a6AcTEajDmaG,0
3CO0Nnlz09LmK7YU1fST9o,0
08RGL0GTqVE28IccedAABl,0
4KDc4nuuWQMUKZFdCsAiYM,0
3X3JgHmSfnWqAxW3NhBBGi,0
78wzgAlTlYMpbWdf6gf7NM,0
1tgJs6M64ke4kixq8GzpVT,0
65lQGOrqY5MNGx7BMLAp0a,0
2LjzAobrI1efKsnqQvdMZj,0
4FYQDJazmHz8rlQo20xGu5,0
0FIzdAyd4QKqLs8JzgX5Az,0
2f7rTjdhIxnNboP4BIAiwN,0
2ymvTQgXX0pYAf7Xh7KBT5,0
5GBDYHhiGoLn7w9IK6suSJ,0
4LncexdHJfyVItbUoLXeoo,0
7CMcosRIzlXohLIhqbkLdt,0
42KOV43XfxUwCVHcHLQclJ,0
0fRki1QWK2FBGVYLodlert,0
3B0KBqdB4LqpxySjduyj74,0
7hwY3dALnLksvDToCTUiCX,0
76afridrgNA5OAmIz0ViZN,0
7nTPdMlvEfLpoKxAG8YEiK,0
1yANiS8KHNM5e3c1AvaVV6,0
2e4Xc5KgPkkM9XSwI4dtrS,0
2NnLUAAflDpte0EIFCDHqu,0
02wQqa3oIX2IXe4xg9poZt,0
111qA9UaOURMmmFRrkfADI,0
1UUqiRs22bQfIPAOathSDd,0
1v65mK0yVSilGzyFs3NoH0,0
1A5MIN1ivEoaHFj8fiBay5,0
3qRX1Dzjz1C1S67debiQWH,0
2FvLuSDbpeTxkFoqPAhGi6,0
2EjSUOXxt1hAtDp5vy1nwC,0
0caKb5zhLK8oL2XFWB75yo,0
7BYMpiAG5476g9ZEnwlokG,0
52k8j4jYBcpuF71amQOGBz,0
22BQeqqRuhsQcqZCIDQiDC,0
0HSEu0Ueu9a44XX4gtT0xm,0
2CFPnWze3bS1sJSHuLmAPl,0
1bccUXjUf97CZpoDBcPLTy,0
7jtDXbRu5AhaQd7TQWpnK0,0
6Oc6deCdN3voyQne4bqoAR,0
0eSa2gzu23UGr9DTH67gWo,0
1v1Ra38tDXuL2XxyK9EZXH,0
7zF9rnhbRw43HDUh3ynPAX,0
0aI7ppjVLBPbw1RCswqG2E,0
5xRaE70zwMymaqOF7vmmUO,0
5LE07WsrhIHNyHL0MWrwAP,0
1XnVj2QPah3QJpuFNAJneT,0
79GbLZpmBE6wSAX9w16ZBP,0
5otlpcTnob6enaCU1RPiWj,0
07O0t3wHxp1zKnclfyaFoQ,0
6V2vurSeHTffMva0lLhjBL,0
1lXpNaMF1ygneIoWrskvy3,0
2qQuxkMb967jtaZUUlWL4c,0
2O8YIFPjBFzD0hEmk5BsqW,0
